"subject" "activity" "tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyAccMag.mean.." "tGravityAccMag.mean.." "tBodyAccJerkMag.mean.." "tBodyGyroMag.mean.." "tBodyGyroJerkMag.mean.." "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAcc.meanFreq...X" "fBodyAcc.meanFreq...Y" "fBodyAcc.meanFreq...Z" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyAccJerk.meanFreq...X" "fBodyAccJerk.meanFreq...Y" "fBodyAccJerk.meanFreq...Z" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyGyro.meanFreq...X" "fBodyGyro.meanFreq...Y" "fBodyGyro.meanFreq...Z" "fBodyAccMag.mean.." "fBodyAccMag.meanFreq.." "fBodyBodyAccJerkMag.mean.." "fBodyBodyAccJerkMag.meanFreq.." "fBodyBodyGyroMag.mean.." "fBodyBodyGyroMag.meanFreq.." "fBodyBodyGyroJerkMag.mean.." "fBodyBodyGyroJerkMag.meanFreq.."
"11" 19 "SITTING" 0.269723487105556 -0.0182031515710306 -0.118277180099383 0.475323016 0.0964052626666667 0.233011401195083 0.0774171147766389 0.0115812421960876 -0.00186198850195833 -0.0385723953346511 -0.0681420603177778 0.0883609591559167 -0.0895939425055556 -0.0383208736670278 -0.0569649444286944 -0.531507362111361 -0.531507362111361 -0.5762252472125 -0.548919668132222 -0.683436541824444 -0.587050355097528 -0.521888076609778 -0.647026298284028 -0.212433282953944 0.0703873634217222 0.160383893888278 -0.593157169174611 -0.596694943936944 -0.680924493180556 0.00263882956916667 -0.160787596137611 0.00225579910068611 -0.553089575942778 -0.641337299817778 -0.602625307818389 -0.0321842609068333 -0.19629760694 -0.0415013769106389 -0.556404444967972 0.115775170635767 -0.576064647812278 0.232074775101389 -0.636287999799167 -0.0199336248458333 -0.719519008752778 0.128629739389444
"12" 21 "SITTING" 0.277466525522059 -0.0176664578561765 -0.10877848058848 0.645775957808824 -0.0750963071446078 0.0321851774362745 0.0822207874776961 0.00350107553584853 -0.010659072671299 -0.0276346639303578 -0.0784719736838971 0.0861212668362745 -0.100558317889216 -0.0408236141863333 -0.0533861046416422 -0.620309259553676 -0.620309259553676 -0.703461275879657 -0.693779224517157 -0.807817403137255 -0.693486097144118 -0.59377821414902 -0.707713799021814 -0.230976168156039 0.0412761403403333 0.0495520452825172 -0.71641413145049 -0.678615118728922 -0.767351986555392 0.0168697571497059 -0.161814485722304 -0.112817222676985 -0.752040828651961 -0.759325714811275 -0.709471420465686 -0.089010657789951 -0.18645796643924 -0.0228851873218137 -0.658664719514706 0.0846512609471814 -0.679742584809363 0.244321861877647 -0.776473060171569 -0.00571922625735294 -0.826275026053922 0.205643655933971
"13" 22 "SITTING" 0.279241531908081 -0.0168623073762273 -0.108558951083333 0.675242930959596 0.0235808363131313 0.236637160405404 0.0847162929146465 0.0189573433473737 -0.00354166441267677 -0.0122820553981818 -0.0909878213994949 0.0846177356545455 -0.106045772136364 -0.0372238262065657 -0.0543623901222222 -0.597799544011717 -0.597799544011717 -0.687293447142929 -0.704296113121212 -0.838758636363636 -0.672665603776768 -0.606166993241414 -0.750810842838384 -0.131892357275758 0.0276203708297475 0.074279722880303 -0.680088110645454 -0.65888895869697 -0.795524533080808 0.119210082873737 -0.165402424496465 -0.0253937444080808 -0.700048715979798 -0.844099768484848 -0.712700262257576 -0.189229316364141 -0.236699285483182 -0.0496800786486869 -0.657999241032323 0.114660387515515 -0.667449371934343 0.195159519126263 -0.781388848888889 -0.167128243550505 -0.865397185555556 0.117749012725253
"14" 18 "STANDING" 0.276177377784431 -0.0172818741561907 -0.107940757511976 0.694792777095808 -0.0010301843263473 0.0910314168113772 0.0776448301356287 0.0129534445262126 0.000886467423302994 -0.038430136020509 -0.0672248771926647 0.0913241464640719 -0.0940621740320958 -0.0445622527458084 -0.0571652014122156 -0.630947459700599 -0.630947459700599 -0.73320719751497 -0.693434577904192 -0.84851863011976 -0.689453051047904 -0.637957449640719 -0.742231387634731 -0.225782780243931 0.0240758218553892 0.0124661629920389 -0.728496455928144 -0.723907683083832 -0.819222532994012 -0.0885695985083832 -0.213292981460988 -0.132301055121856 -0.772855463736527 -0.801441592754491 -0.737016020538922 -0.0962211625121257 -0.23377520243015 -0.0764512199938024 -0.673154380637725 0.103081327570659 -0.720747618404192 0.212048591008512 -0.802962549161677 -0.0342610055482036 -0.875441210479042 0.211307971857575
"15" 20 "STANDING" 0.268595205636364 -0.0192867074389394 -0.111651090326263 0.657243899191919 -0.0686181655555556 0.10679036740404 0.0835868911373737 0.00611187765247475 -0.00607491491689899 -0.0256483096989899 -0.0789307564061111 0.082163496089899 -0.0953189767722222 -0.0424081459060606 -0.0556613228575758 -0.56833411675101 -0.56833411675101 -0.663144565966667 -0.581261642571717 -0.730864782378788 -0.645734537631313 -0.506320391156566 -0.659532033916162 -0.192436788947475 -0.0522809912542424 0.0634081553843434 -0.674120731307722 -0.629326860401515 -0.734465775308081 -0.0582666224645455 -0.31606973410101 -0.175868678319848 -0.663525228784343 -0.642043649208939 -0.587217933571212 -0.171197488890051 -0.225985834516768 -0.211723505111616 -0.603443252690404 0.0499649593454545 -0.621138091371919 0.0640208998290909 -0.653958606511717 -0.118915872147677 -0.718871385552626 0.0154760719333333
"16" 22 "STANDING" 0.267565895829268 -0.016771104312122 -0.108849744982114 0.503385126178862 0.0442736759186992 0.234681679495935 0.0700672625147154 0.00930099346105691 -0.0131640140761789 -0.00112339350162602 -0.10137018874878 0.0758043878666667 -0.114427759866748 -0.0404541723047154 -0.0644152729899187 -0.353264495414634 -0.353264495414634 -0.484983543582927 -0.530408052165854 -0.723727568292683 -0.469793729799187 -0.350425993027642 -0.58511773696748 -0.260134797944057 0.0526188638219512 0.0908512663406504 -0.482177496374797 -0.438179681174797 -0.649840836666667 -0.0182142946280488 -0.19938838128374 -0.0811784149772358 -0.54222877499187 -0.706565563170732 -0.531747806138211 -0.123747121876179 -0.142857751796829 -0.0547695470686179 -0.439651188565854 0.0849529148276423 -0.453431441817886 0.108455184837398 -0.642492204065041 -0.0744484883813008 -0.773520124878049 0.122476719195122
"17" 23 "STANDING" 0.273493254730108 -0.019589258786828 -0.109093982385242 0.662324737580645 0.0146209197354839 0.0518662466372043 0.0778588215843817 0.0200470964972984 -0.000717680881887096 -0.0220890418013172 -0.0825972963754032 0.074694942324328 -0.0966990737225806 -0.0432722741798387 -0.0621959093526344 -0.532754757205108 -0.532754757205108 -0.58640067170914 -0.544207964433387 -0.623412641977151 -0.599080886430645 -0.548483208943548 -0.49021281618414 -0.20872442068086 0.0297877248998253 0.0899843792518548 -0.617521836605645 -0.628231338392742 -0.578870810235484 0.0173580639424731 -0.124670179855 -0.112528879362903 -0.685136501518817 -0.497783811010484 -0.617685416736559 -0.0251692798377688 -0.0592724696043011 -0.0229424899271505 -0.529029284118011 0.11533518491586 -0.542663319457527 0.202553279152177 -0.534657191683602 0.154723197790323 -0.584111049810215 0.169185024505108
"18" 25 "STANDING" 0.275301467772127 -0.0193221769314914 -0.10962903098044 0.672386622127139 0.0471601427530562 0.239226040930391 0.0817657442063814 0.00638633884442543 -0.010346171499489 -0.00298151164792176 -0.083900354157824 0.0993606079900489 -0.108263884562298 -0.0389884753435208 -0.0555782223647433 -0.583377749713936 -0.583377749713936 -0.783445354474328 -0.625733064258924 -0.849630706259169 -0.748416509682152 -0.600027697242054 -0.738509947579462 -0.306657190525183 -0.108650116189389 -0.0744502098628851 -0.804144642836186 -0.740570312249389 -0.849504849486553 -0.110793009529829 -0.347751351072054 -0.235707422494548 -0.672197763601467 -0.81313379207824 -0.746832213594132 -0.207601176327873 -0.349146931885306 -0.135139739853178 -0.69501971 -0.0426423613907335 -0.779190075892421 0.168222731255721 -0.754236109755501 -0.220820330447482 -0.875970674743276 0.0471482866507579
"19" 26 "STANDING" 0.2730365808625 -0.0161687277463495 -0.107637894928571 0.615123534668367 0.10870478277551 0.234107010472449 0.0808743261341837 0.00767709978181122 -0.00724891943768878 -0.020659932105102 -0.0827415060904082 0.0917853294044643 -0.0988125627461224 -0.040476400288852 -0.0558282743354031 -0.600932264175765 -0.600932264175765 -0.694917859209184 -0.694597662936224 -0.798325916709184 -0.65109030186199 -0.610425833240306 -0.724046087155612 -0.222545825808673 0.0360382137913265 0.142429401875406 -0.699413168295663 -0.696726473912755 -0.76956529125 -0.0238396622303571 -0.168914575347832 -0.0850462848380867 -0.703109561068878 -0.799353075357143 -0.689404846813776 -0.0167778610493112 -0.0997774465610969 0.00293652401732143 -0.6317569828625 0.0883286687093878 -0.679278323637755 0.180460663889796 -0.770504884821429 -0.0121587278753342 -0.823865297193878 0.147533706980564
"20" 27 "STANDING" 0.275223067435897 -0.0162554117217949 -0.105403810015385 0.788037331794872 0.0657218505 0.219701605211973 0.0767283254358974 0.00997154866282051 -0.00266551938307692 -0.0324471173435897 -0.0765120463525641 0.0809994171153846 -0.0966434086025641 -0.0395641430128205 -0.0530710005410256 -0.980278693846154 -0.980278693846154 -0.990332891538461 -0.966683888076923 -0.994198412051282 -0.990202906025641 -0.975155754871795 -0.978848418461538 0.00478001959230769 0.134732177860513 0.152116918871795 -0.991782158076923 -0.985147330128205 -0.988521791666667 0.236213708785897 0.00676465025 0.0872136405679487 -0.986118446282051 -0.985987914871795 -0.978988605384615 -0.03968716295 -0.181307490739744 0.0413609363371795 -0.978168563846154 0.249754052126923 -0.990108465769231 0.370549653692308 -0.980589148974359 -0.0527011371551282 -0.993693021410256 0.282518126326923
"21" 1 "WALKING" 0.265696920582133 -0.0182981725176081 -0.10784573454611 0.744867411573487 -0.0825562579855908 0.072339870389049 0.0770930495126801 0.0165908438802305 -0.00910758730117003 -0.0208764064320173 -0.0880722729400576 0.0862641666597983 -0.0971120197265994 -0.0417164808293948 -0.0471393985477522 -0.453632943768818 -0.453632943768818 -0.545431612066571 -0.475404785802305 -0.639517432642651 -0.531895161258213 -0.406435448904438 -0.596411165253602 -0.180558714010749 0.0576291646962536 0.0583692776609798 -0.547348892435764 -0.507343617969859 -0.695305113832853 -0.0488005965884726 -0.21527915818415 -0.0964496376997118 -0.623219182311527 -0.505309434070029 -0.553529065425648 -0.0320324102759078 -0.0901517235974063 -0.0180063943472334 -0.478448523354179 0.142062162506138 -0.499075765624092 0.200055179527839 -0.535002770337752 0.0649309438160231 -0.645970655298847 0.198031580056455
"22" 2 "WALKING" 0.273113115788079 -0.0191323183174834 -0.115649958175497 0.660782866688742 -0.147219886910411 0.134865335090728 0.0785353156747351 0.00708771249764901 0.000755760748377483 -0.0517030657821192 -0.0568420186817881 0.0872599422291391 -0.0875587491668874 -0.0433986835453642 -0.0557541828188742 -0.535281800541722 -0.535281800541722 -0.58777744543543 -0.614771054893146 -0.746559539039735 -0.57377091142947 -0.432566581302351 -0.630081222124834 -0.106763418901788 0.105734176023146 0.087210586428 -0.561682049622185 -0.50890379901457 -0.715745330403973 0.0868000536209801 -0.139776595362185 -0.0942651868218543 -0.638717694593046 -0.722068978635762 -0.601594889654305 -0.00576500648245033 -0.0702155008665563 0.0513627291214901 -0.514569861316887 0.192199738218212 -0.509746432970861 0.193066821118212 -0.699742945221854 0.0471324812379801 -0.751615078360927 0.124612068599768
"23" 3 "WALKING" 0.273428719636364 -0.017856067384956 -0.106492632429097 0.707814353343108 -0.0260590480328739 0.0480937904190616 0.0701731261988856 0.0144664329060411 -0.000526818872875366 -0.0248490682828446 -0.0743565308442815 0.0866875497119062 -0.0991554609633431 -0.0401923943695015 -0.0521178264170088 -0.563140802770059 -0.563140802770059 -0.650182434328446 -0.643150121648094 -0.784056656246334 -0.625733289873607 -0.501779938505279 -0.699656828592375 -0.192817340495308 0.0389282523284457 0.00447261449052786 -0.645893496630499 -0.582949919157742 -0.780101644193548 -0.0476941200470968 -0.236874240885924 -0.193657539305073 -0.642097719778592 -0.775144985073314 -0.670734708996481 -0.102568067670674 -0.167675025582991 -0.0321862688221114 -0.579076453758064 0.0770665587562757 -0.604752108072727 0.11231984174566 -0.716822144279179 -0.0846075231245126 -0.810085498651026 0.0599628733252199
"24" 4 "WALKING" 0.277034464752577 -0.0133496817746907 -0.105916135927835 0.731456509896907 0.072347989306416 0.193993433768041 0.0780162237953608 -0.0010311298138299 -0.00737070069603093 -0.0298726752979381 -0.0750086556675258 0.0956607416628866 -0.10509869233866 -0.0410624426912371 -0.060866534304433 -0.637532979814948 -0.637532979814948 -0.72234055742268 -0.708221087886598 -0.849581355824742 -0.698994344226804 -0.610966605674742 -0.784964119020619 -0.15574790130299 0.0520271215242268 -0.0138445406976804 -0.717973724971649 -0.684648403917526 -0.845383895412371 0.0388340995747423 -0.174386827172165 -0.0764758920417526 -0.708097003278351 -0.851859241237113 -0.723913683350515 -0.145349222123196 -0.357592715106186 -0.023592604357732 -0.668273665958763 0.0691602833970103 -0.702045896773196 0.165043041249278 -0.785172936701031 -0.157891340330412 -0.86760194427835 0.144910348074227
"25" 5 "WALKING" 0.279177960301325 -0.0154833455336192 -0.105661736816887 0.698153719072848 0.112313109736755 0.0921607197449904 0.0841019899622517 0.0017656830384106 -0.0029537113427351 -0.0294516873643046 -0.0774316445596026 0.0866267116745033 -0.103522877147351 -0.0490624519374172 -0.0506258160122517 -0.460866415568709 -0.460866415568709 -0.589313870006622 -0.602770284825828 -0.707383517582782 -0.55123770513245 -0.440232431795033 -0.696171811490066 -0.226370689942053 0.0748636861897351 0.0062663175707947 -0.604769869438742 -0.550991969857417 -0.768762357980132 -0.10292084499106 -0.27429092242043 -0.163706246351656 -0.632239300829801 -0.71706218781457 -0.537329127293278 -0.0381646986649007 -0.0720666007195695 0.0744028987918874 -0.528503022745033 0.0781455594845364 -0.573176177044172 0.131619298935099 -0.677355755703311 0.062219113935298 -0.748829309536424 0.0307564556565894
"26" 6 "WALKING" 0.269434151902542 -0.0163911123936864 -0.117900692084746 0.670506153601695 0.0612321366461864 0.0584702778558475 0.0866435091149576 0.00183060788194915 -0.000810930989618644 -0.0342840234147034 -0.0772570116263983 0.104308754638941 -0.0919680285336017 -0.0437656755737288 -0.0571513411507627 -0.619147950475381 -0.619147950475381 -0.701327652220339 -0.690488145614407 -0.780046966228814 -0.646620302652542 -0.578355099619068 -0.814738365169491 -0.139166303662712 0.0503880064949576 0.0484582531687712 -0.677779817705085 -0.66059454675 -0.859603672415254 -0.0295118597032627 -0.269652390936441 -0.113908219869915 -0.710060816508475 -0.761625061822034 -0.668113881479237 -0.00638799606635593 -0.0908297418220339 0.0389196627572034 -0.631495453982373 0.0867856673349576 -0.652860664036017 0.12334013105 -0.73860950399661 0.0355471964580509 -0.802472022627119 0.0636448772440678
"27" 10 "WALKING_DOWNSTAIRS" 0.276238831213675 -0.0188857189162821 -0.112087661002564 0.65835911957265 -0.165177771367521 0.0307366662204145 0.0804000423888889 0.0153774046898718 -0.0143982101450427 -0.0144658378235897 -0.0863038250719359 0.089594378107906 -0.11062834367265 -0.043380952132265 -0.0554261378425641 -0.384739666615641 -0.384739666615641 -0.474897326746876 -0.412441627912821 -0.670402026880342 -0.418694276739316 -0.380394009936325 -0.572754894505128 -0.198237467184402 0.088899044042735 0.126955803301549 -0.436761689484615 -0.450402445118248 -0.654781895967094 -0.0856086178596154 -0.181063512296154 -0.0208108510961538 -0.531727937426966 -0.564114631944444 -0.467504644086325 -0.0933071451660684 -0.129584765945726 -0.0723224360760684 -0.407807233704274 0.151585663446154 -0.398398451363248 0.12717476854406 -0.585222602952991 0.00472568984011538 -0.713252357820513 0.135779552295726
"28" 12 "WALKING_DOWNSTAIRS" 0.272145794677419 -0.0182299075608413 -0.105735506451613 0.749117763666667 -0.0295853747510753 0.0924517595346237 0.0799354253827957 0.00147809411698925 -0.0106609660939785 -0.0575264551461828 -0.0714218698580645 0.100946227484946 -0.073416747110215 -0.0421957057096774 -0.0617431983833333 -0.613018446822043 -0.613018446822043 -0.684974084575269 -0.66459948788172 -0.807753381612903 -0.637131722208064 -0.617370170090323 -0.705415178817204 -0.180325464786559 0.00270278789193548 0.0802747388301075 -0.659962097978441 -0.677425008402742 -0.758238879408602 -0.0041257197944086 -0.184961636962903 -0.0947475274123656 -0.71569500327957 -0.771175710268817 -0.666367678483871 -0.10951505243172 -0.107254486672581 -0.102634655530645 -0.617897670354839 0.0429490008070699 -0.638505427183871 0.14857431310914 -0.752048340967742 -0.076619992427957 -0.819220973494624 0.110370491252097
